S. No.,Text,LABEL
2795,why you are silent why you are not acting seriously why you are not giving serious answer to terrorist quraishe quraishe is speaking harshly against afghanistan and you are silent why,1
2796,since the talibans fascist conquest many displaced people have been fleeing to cities like kabul our comrades estimated 500 families in this camp however the government is protecting the property of the rich like empty houses while refugees are surviving on the street,1
2797,nothing is propaganda everything you pakistanis doing is real taliban is real this game is real against afghanistan ã°âââ¦ã°âââ« and we wonã¢âât stop because this is afghan lives matter sanctionpakistan,1
2798,sanctionpakistan to end taliban advance towards kabul afghanistan fatf act against namakharam pakistan,1
2799,afghan taliban capture an indian mi35 gunship the talibans recent capture of the indian gunship on wednesday signifies the receding indian clout in afghanistan and the inability of the afghan forces to put up a defense afghanlivesmatter namakharam sanctionafghanserpent,1
2800,fuck the taliban,1
2801,the interview takes place in balkh ancient bactra in the 3rd cent bc the local king euthydemus held out here for years against antiochus the great afghan history is world history afghanistan war taliban back brutal rule as they strike for power,1
2802,afghanistan i am grieving theres nothing new i can say about the situation just that its like watching a loved one die ive made this small resource a first step,1
2803,the current government of afghanistan is like an instrument that rings with the wind of the usaa india and its direction is towards pakistan they should find a peaceful solution to their regional issues stop frivolous criticism of pakistan sanctionafghanserpent namakharam,1
2804,to all taliban supporters in india would you give them yours daughter,1
2805,no comment marshall dostums palacetaliban enjoying dinner,1
2806,afghanistan its leadership and people are a complete joke still living in the dark ages to hide their own failings they are very quick to blame someone else pakistan we should build an even bigger fence,1
2807,cant find bin laden blame pakistan bomb hospital using wrong coordinates blame pakistan taliban retakes major city blame pakistan corrupt afghan government falls blame pakistan send namakharam afghan refuges back to afghanistan blamegameonpakistan indiabehindafghanwar,1
2808,what the fuck was the point of our war in afghanistan explain if you canwhat was the fucking point,1
2809,my heart literally breaks seeing the situation in afghanistan afghans suffered so much they deserve peace blame game should stop and world should do something for the innocent civilians may allah help them ameen,1
2810,afghanistan no rescue after years of corruption graft and failure the dimwits will own it,1
2811,millions of people in afghanistan who deserve better including in particular women and girls will soon again be under the yoke of the taliban whether in 6 weeks or 6 months dark days loom while a usa presence should not endure forever there abandonment is not a strategy,1
2812,what are you going to do with this evil fascistic state called pakistan which sponsors death cult called taliban sanctionpakistan,1
2813,porter and lnp sins and sadism immeasurably reaching into afghanistan the pacific a couch in parliament timor fossilfuels climateemergency denial auspol,1
2814,reporting ã¢ââkabul could fall to the taliban within 90 daysã¢ââ wonder which countries are assisting these terrorists in their bloodthirsty quest to reconquer afghanistan,1
2815,when i start to feel overwhelmed with all of the heartbreak in afghanistan i remind myself that iã¢ââm just exposed to media i canã¢âât even imagine living through it,1
2816,the picture you see isnt of immigrants butthese are the taliban terrorists who are waiting on the durand line of pakistan to cross the line and then fight the afghan army we call on the world human right and other organitions why you are silent on the policy of this terrorist,1
